question,label
"apakah layanan biznet home 0D dapat digunakan untuk CCTV?",Information
"internet saya lampu los berkedip, itu kenapa ya?",Problem
"jika internet putus nyambung itu kenapa ya?",Problem
"saya dan tetangga saya internetnya biznetnya mati, itu kenapa ya?",Problem
"ada promo apa saja pada bulan desember ini?",Information
"kalo saya mau promo 3+1 layanan 0D, kena berapa tagihannya?",Information
"bisa tidak pengajuan IPTV untuk layanan 0D?",Request
"layanan apa ya kalo saya mau pasang IPTV yang cocok?",Information
"saya mau pasang IPTV dong, gimana caranya?",Request
"kalo layanan saya 1D dan ingin menggunakan IPTV, tagihannya di kenakan berapa?",Information
"Untuk STB IPTV free atau dikenakan biaya?",Information
"layanan 3D tidak dapat buka game ps4 online, itu kenapa?",Problem
"jika kita tidak dapat akses website game steam dengan menggunakan layanan 3D itu kenapa ya?",Problem
"Saya mau main dota 2, sudah berhasil masuk ke steam, tapi saya tidak dapat akses dota 2, kenapa ya?",Problem
"layanan saya biznet 3D, saya mau main dota 2, sudah berhasil masuk ke steam, tapi saya tidak dapat akses dota 2, kenapa ya?",Problem
"Internet saya down sejak semalam bisa di bantu?",Request
"tanggal berapa biasanya akan terdebet untuk kartu kredit?",Information
"tanggal berapa biasanya akan terdebet untuk payment via kartu kredit?",Information
"Internet saya down bisa di cek",Request
"untuk permintaan add on kouta bisa melalui apa saja?",Information
"di area gunung putri sudah ada jaringan belum?",Information
"Halo internet saya down",Problem
"Internet saya down",Problem
"Cara rubah paket gimana",Request
"Internet saya down",Problem
"Halo internet saya down bisa di cek?",Request
"harga Biznet Home 1D berapa ya?",Information
"Harga Biznet Home 1D berapa?",Information
"bisa di bantu informasikan menu quota tambahan biznet home?",Information
"apakah quota tambahan akan hangus jika FUP utama sudah reset?",Information
"Apakah extra quota memiliki harga yang sama pada setiap layanan Biznet Home?",Information
"langkah langkah lakukan bridge modem Biznet bagaimana?",Information
"jika router external kami rusak, apakah dapat dibantu dari sisi Biznet?",Request
"apakah pergantian layanan menghanguskan sisa masa aktif?",Information
"apakah dikenakan biaya tambahan jika ingin merubah layanan?",Information
"apakah pergantian layanan dan pembelian modem bisa di proses secara bersamaan?",Information
"Apakah pembelian modem akan menghanguskan sisa masa aktif?",Information
"saya ingin membeli modem dengan layanan 1D, berapa biaya yang harus saya keluarkan?",Request
"apakah kita dapat masuk ke pengaturan modem pribadi?",Information
"saya ingin mengganti password wifi secara mandiri, apakah dapat dilakukan?",Request
"saya tidak dapat akses website tertentu, dapat dibantu?",Request
"Halo internet saya down",Problem
"Saya tidak dapat akses youtube.com, apakah dapat dibantu?",Request
"jika saya relokasi apakah dikenakan biaya?",Information
"Bagaimana cara setting smtp email menggunakan jaringan biznet",Information
"saya ingin pindah dari jakarta ke bali, apakah dapat dilakukan relokasi?",Request
"Apakah saya perlu membwa modem ke lokasi baru jika ingin relokasi?",Information
"kenapa koneksi saya sering RTO ketika akses beberapa website?",Problem
"Jika saya ingin memindahkan modem dari lantai 1 ke lantai 2, apakah dikenakan biaya?",Information
"saya ingin menambah router tamban untuk memperluas jaringan Biznet, apakah ada rekomendasi perangkat?",Request
"kenapa saya tidak bisa akses disney hotstar? keterangannya koneksi saya menggunakan vpn",Problem
"apakah *Deco M4 TP-Link Mesh* menggunakan kabel atau wireless?",Information
"bagaimana cara saya mengetahui IP dari game di pc saya?",Information
"apakah biznet Home meyediakan IP static?",Information
"kenapa jaringan saya suka up down dalam beberapa hari terakhir?",Problem
"Saya ingin membuka warnet, layanan Biznet apa yang cocok untuk warnet?",Information
"apakah untuk layanan 3D mendapatkan ip static?",Information
"Bisa dibantu langkah untuk mengatur NAT pada playstation?",Request
"bagaimana saya cek sisa kuota saya?",Information
"apakah layanan 0D dapat digunakan sampai dengan 10 perangkat?",Information
"saya ingin mengaktifkan akun saya kembali namun saya terakhir melakukan pembayaran 2 bulan yang lalu. Apakah bisa di bantu?",Request
"saya tidak dapat akses game handphone melalui biznet home 1D, ada saran?",Request
"saya ingin membeli modem apakah bisa di proses di hari ini?",Request
"Saya ingin membayarkan tagihan melalui bank bsi, apakah bisa?",Request
"remote iptv saya rusak",Problem
"Apakah IP akan terganti jika kita restart modem dengan layanan Bizne Home?",Information
"berapa biaya pergantian remote IPTV",Information
"Saya ingin mengganti data pada akun layanan saya, bisa dibantu?",Request
"berapa lama garansi modem biznet?",Information
"apakah biznet ada sistem kontrak untuk pemasangan baru?",Information
"bukti pembayaran saya belum terima",Problem
"Bagaimana cara saya merubah password wifi saya?",Information
"Berapa kapasitas bandwidth yang bisa di dapatkan jika saya menggunakan kabel LAN?",Information
"saya mau cek quota saya",Information
"bagaimana cara ubah jaringan saya dengan mode bridge",Information
"internet saya tidak bisa di gunakan pada macbook saya",Problem
"kenapa bandwidth saya tidak sesuai dengan paket yang saya ambil",Problem
"Kenapa saya tidak bisa menggunakan port 525",Problem
"bagaimana cara membatasi penggunaan koneksi di modem biznet",Information
"Bagaimana cara aktivasi akun MyBiznet?",Information
"Internet saya lambat bandwidthnya tidak sesuai",Problem
"Bagaimana cara cek ping dan tracert",Information
"bagaimana jika saya ingin melakukan penambahan layanan pemasangan di lokasi baru?",Request
"Saya mau melakukan perpanjangan wifi",Request
"saya ingin tau promo yang berlaku",Information
"Berapa nomor virtual account untuk melakukan pembayaran.",Information
"Nomor virtual account BSI",Information
"info masa tenggang",Information
"cara perpanjang",Information
"cara langganan iptv gimana",Information
"bisa combo sama home 0d ngga",Information
"kalau dicombo sama 1d bisa?",Information
"jadi total tagihan aku kalau sama IPTV berapa?",Information
"lupa email login aplikasi",Request
"Mau tanya kok tempat saya ssidnya hilang ya ?",Problem
"sudah, tapi masih hilang",Problem
"parameter modem normal apa",Information
"pon blinking",Problem
"mau downgrade",Request
"kalau downgrade sekarang, masa aktifku gimana?",Information
"masa aktifku sampai kapan?",Information
"berarti ngga bisa downgrade sekarang ya?",Information
"paket yang lebih rendah dari yg kupakai sekarang ada apa aja?",Information
"ada kompensasi ngga kalau nanti ada kendala",Information
"kalau mau minta invoice gimana",Request
"kalau ngga bisa bayar lebih dari 45 hari gimana min",Information
"kok ga bisa akses situs perbankan",Problem
"min mau daftar untuk di  JL TLK LAMPUNG",Request
"di lampung ada paket apa aja",Information
"biaya instalasi sama modem berapa?",Information
"ada promo apa aja untuk lampung",Information
"cara pasang baru, di JL PULAU SULAWESI",Request
"sulawesi ada paket apa aja",Information
"kalau mau relokasi gimana",Request
"mau ubah status modem jadi buy min",Request
"mau ikut promo",Request
"cara login ke aplikasi gimana",Information
"cara beli ekstra kuota gimana",Information
"itu kapan resetnya",Information
"mau terminasi",Request
"min sewa sama beli modem bedanya apa",Information
"min portnya keblokir",Problem
"tipe kabelnya apa min",Information
"biznet jualan router ngga biar sinyal jauh",Information
"mau pindah modem cuman geser dikit gimana caranya",Request
"min, TV ngga ada channel",Problem
"ada internet ngga bisa browsing",Problem
"min dns biznet apa",Information
"ngga bisa kirim email pakai internet biznet",Problem
"username password pppoe aku apa",Information
"mau setting modem sendiri gimana caranya",Information
"cara tau vlan id gimana min",Information
"bisa nambah modem lagi min?",Request
"harga pasang baru di lokasi sama min",Information
"ada paket apa aja min",Information
"Mau cek kuota dong",Information
"Halo internet saya down",Problem
"Halo internet saya down",Problem
"Paket biznet",Information
"Cara login ke aplikasi genana ?",Information
"Web biznet",Information
"Halo internet saya down bisa di bantu cek?",Request
"internet down sejak semalam",Problem
"Halo internet saya down bisa di cek?",Request
"Kalo beli modem beraps",Information
"Min informasi paket yang bisa 10 device",Information
"Cara download aplikasi my biznet dimana",Information
"Halo internet saya down bisa di cek?",Request
"Saya ingin berlangganan namun bingung harus mulai darimana?",Information
"Cara mengetahui alamat sudah tercover atau belum gimana?",Information
"Jalan aster blok d5 no6 kelurahan sukatani kecamatan tapos kota depok kode pos 16454 apakah sudah tercover jaringan interner Biznet?",Information
"Untuk proses selanjutnya jika alamat tempat tinggal saya sudah tercover jaringan Biznet seperti apa atau bagimana?",Information
"jl. kerajinan 1 puri bunga amanah blok c/13 udah ke cover belum",Information
"Saya sudah membuka website Biznethome.net namun tidak menemukan menu pendaftaran, bisa dibantu?",Request
"Min internet lambat",Problem
"Min internet dirumah indikator LOS nya merah, kenapa ya?",Problem
"Kalau internet lambat disebabkan apa min",Information
"Perbedaan IP Biznet Home 0D sama Gamers 3D apa min",Information
"Cara ganti nama akun gimana",Information
"Kalau ganti nama akun, ada biaya nya engga?",Information
"Pengen ganti paket 25 Mbps ada ga?",Request
"harga biznet home 1 D berapa?",Information
"harga biznet home 1D berapa?",Information
"Internet down, bagaimana ni?",Problem
"Cara ganti password secara mandiri gmna",Information
"Min modem saya gak mau nyala",Problem
"Biznet home ada batas pembayaran ga?",Information
"Internet down nih",Problem
"internet down nih gemana ?",Problem
"Internet down nih",Problem
"Min kalau modem rusak gimana ya?",Problem
"Min saya bisa ga menonaktifkan layanannya dulu 2 bulan",Request
"Jika sedang terjadi gangguan massal atau kendala area dari sisi Biznet apakah pelanggan akan dapat informasi terkait hal tersebut tanpa harus menanyakan?",Information
"Biznet ada layanan free wifi di tempat umum ga?",Information
"Saya ingin menggunakan cctv, paket layanan biznet home apa yang cocok untuk penggunaan cctv?",Information
"Min Biznet ada perangkat buat memperluas jangkauan Wifi engga?",Information
"Min layanan Biznet home bisa buat RT RW net engga?",Information
"Min saya dibatam, kena PPN 11% ga?",Information
"Kapan sebaiknya saya melakukan perubahan paket layanan internet saya?",Information
"Min reset FUP tanggal berapa",Information
"Saya ingin merubah skema penggunaan modem saya saat ini dari sewa menjadi beli apakah bisa?",Request
"Jika saya melakukan pembelian modem apakah biaya sewa yang selama ini dikenakan akan hilang? dan apa keuntungan yang pelanggan dapatkan dari melakukan pembelian modem?",Information
"Kalau berhenti berlangganan gimana caranya",Information
"Biaya relokasi berapa min?",Information
"Apakah ada garansi pergantian modem jika terjadi kerusakan jika saya baru melakukan pembelian modem?",Information
"Ada garansi untuk perangkat *TP-Link Deco M4 Smart Internet Mesh WiFi* setelah pembelian ga",Information
"Berapa lama waktu yang dibutuhkan untuk melakukan pembelian modem?",Information
"Jika saya tetap menggunakan modem dengan skema, dan terjadi kerusakan pada modem, apakah bisa dilakukan perbaikan atau pergantian untuk modemnya?",Information
"ada garansi untuk perangkat Set top Box untuk Biznet IPTV ga min",Information
"Min tolong kirimkan teknisi kelokasi, modem saya LOS",Request
"Min kalau pindahin perangkat ke sebelah rumah bayar ga?",Information
"Min kirimin pricelist paket internet",Information
"Internet saya sangat lambat, apakah dapat dibantu dioptimalkan?",Request
"Min di App MyBiznet bisa beli promo engga?",Information
"Min saya punya 2 perangkat dengan ID layanan yang berbeda, tapi ko di app MyBiznet cuma 1 yang terbaca",Problem
"Kenapa speed upload dan download jaringan internet biznet saya tidak simetris?",Problem
"Min kalau ganti paket tapi cuma 2 hari bisa engga?",Information
"Untuk perubahan paket layanan membutuhkan waktu berapa lama?",Information
"Min saya sewa modem biznet, tapi pengen ganti modem baru bisa engga?",Request
"Apakah mybiznet sudah tersedia di playstore atau appstore?",Information
"Bagaimana cara login ke MyBiznet apakah ada tutorial atau langkah langkahnya?",Information
"Saya ingin melakukan relokasi, namun untuk lokasi baru saya belum tercakup jaringan internet biznet, apa yang harus saya lakukan?",Request
"Min cara liat ID pembayaran dimana",Information
"Saya melakukan salah bayar tagihan hanya karena salah 1 digit saat memasukan nomor billing ID, apakah ada solusi?",Request
"Saya melakukan pembayaran tagihan internet Biznet namun nominal nya kelebihan, apakah pembayaran saya tetap di proses?",Information
"Cara memblokir pengguna wifi gimana",Information
"Berapa harga perbulan untuk layanan IPTV dan apakah saya perlu melakukan pembelian alatnya?",Information
"Ada berapa channel yang tersedia pada layanan IPTV Biznet?",Information
"Min kalau saya pake perangkat modem temen saya bisa ga? sama sama biznet",Information
"Halo, bagaimana cara berlangganan?",Information
"iya saya memerlukan bantuan, boleh berbicara dengan live agent?",Request
"internet down nih gemana ?",Request
"koneksinya lambat",Problem
"jumlah channel TV yang terdapat di dalam Layanan Biznet Biznet IPTV",Information
"berapa perangkat untuk 0dw?",Information
"berapa perangkat untuk 1dw?",Information
"Internet mati nih",Problem
"paket 1dn untuk area mana?",Information
"paket 1dn untuk area mana?",Information
"paket 1ds untuk area mana?",Information
"layanan 3D tidak dapat buka game ps4 online, itu kenapa?",Information
"layanan saya Biznet 3D, saat akses game cukup lambat, namun akses youtube normal, ada solusinya ga?",Problem
"Halo saya ingin menghubungi customer service",Request
"apakah kita dapat masuk ke pengaturan modem pribadi?",Information
"Jika saya ingin memindahkan modem dari lantai 1 ke lantai 2, apakah dikenakan biaya?",Information
"apakah Deco M4 TP-Link Mesh bisa digunakan untuk bangunan bertingkat?",Information
"kenapa jaringan saya suka up down dalam beberapa hari terakhir?",Problem
"saya mau topup",Request
"berapa biaya pergantian remote IPTV",Information
"saya mau renewal",Request
"bagaimana jika saya ingin melakukan penambahan layanan pemasangan di lokasi baru?",Request
"Berapa nomor virtual account untuk melakukan pembayaran.",Information
"Saya mau melakukan perpanjangan wifi",Request
"Customer Service",Request
"Nomor virtual account BSI",Information
"Masa aktif saya brp?",Information
"cara langganan iptv gimana",Information
"hubungi live agent",Request
"mo beli extra quota",Request
"mo beli extra quota",Request
"mo beli extra quota",Request
"lupa email login aplikasi",Problem
"sulawesi ada paket apa aja",Information
"cara login ke aplikasi gimana",Information
"itu (kuota FUP) kapan resetnya",Information
"biznet jualan router ngga biar sinyal jauh",Information
"min, ada beberapa channel TV yang ilang",Problem
"username password pppoe aku apa",Request
"Cara download aplikasi my biznet dimana",Information
"Cara mengetahui alamat sudah tercover atau belum gimana?",Information
"Apakah saya bisa datang langsung datang ke cabang Biznet terdekat dari lokasi saya untuk menanyakan terkait ingin melakukan pendaftaran jaringan internet Biznet dirumah saya?",Information
"Apakah ada garansi pergantian modem jika terjadi kerusakan jika saya baru melakukan pembelian modem?",Information
"Ada garansi untuk perangkat TP-Link Deco M4 Smart Internet Mesh WiFi setelah pembelian ga",Information
"ada garansi untuk perangkat Set top Box untuk Biznet IPTV ga min",Information
"Internet saya sangat lambat, apakah dapat dibantu dioptimalkan?",Request
"sulawesi ada paket apa aja",Information
"mo beli extra quota",Request
"min kendala ke facebook berikut hasil tracert : Tracing route to facebook.com [31.13.95.35]\nover a maximum of 30 hops:\n\n  1     1 ms    <1 ms    <1 ms  192.168.240.1\n  2     1 ms     2 ms     1 ms  172.16.4.2\n  3     3 ms     5 ms     3 ms  202.169.33.1\n  4     3 ms     3 ms     3 ms  182.253.255.90\n  5     3 ms     6 ms     3 ms  ae0.pr03.cgk1.tfbnw.net [157.240.86.242]\n  6     2 ms     2 ms     2 ms  po203.asw02.cgk1.tfbnw.net [129.134.39.48]\n  7     2 ms     2 ms     3 ms  psw01.cgk1.tfbnw.net [129.134.58.47]\n  8     2 ms     2 ms     2 ms  msw1ag.02.cgk1.tfbnw.net [129.134.91.183]\n  9     2 ms     2 ms     2 ms  edge-star-mini-shv-02-cgk1.facebook.com [31.13.95.35]",Problem
"ow gitu coy, kalo masih lambat gimana",Request
"Internet saya down bisa di cek?",Request
"apakah bisa membeli router tambahan dari biznet?",Information
"apakah jika modem rusak bisa diganti dengan yang baru?",Information
"apakah bisa request untuk pembayaran setiap ditanggal tertentu?",Information
"bagimana prosedur berhenti berlangganan IPTV?",Information
"bagimana cara add on extra kouta?",Information
"channel tv yang tersedia dibiznet apa saja?",Information
"nomor call center biznet home",Information
"cara reset password mybiznet",Information
"cara merubah e-mail terdaftar",Information
"apakah jaringan biznet bisa dikomersilkan?",Information
"Apakah ada diskon untuk pembelian modem?",Information
"cara request perapihan kabel",Information
"Estimasi kedatangan teknisi",Information
"jika modem saya rusak apa indikasinya?",Information
"Internet di lokasi lama buat main mobile legends",Problem
"Internet down",Problem
"apakah akun kompliment jika ingin relokasi dikenakan biaya?",Information
"layanan IPTV dapat channel apa saja?",Information
"jika saya ingn tambah mikrotik apakah bisa?",Request
"sebagai router tambahan",Request
"saya ingin ubah layanan apakah bisa dibantu",Request
"bagaimana cara optimalkan jaringan secara mandiri?",Information
"bagaimana jika saya putus jaringan sebelum masa kontrak?",Request
"bagaimana saya tahu wifi saya diretas orang lain?",Information
"mo beli extra quota",Request
"apakah modem biznet support 6G?",Information
"apakah jika saya pindah ke malaysia jaringan Biznet saya bisa ikut dipindah?",Information
"apakah biznet ada paket yang harganya 150.000?",Information
"apakah saya bisa ubah nomor telepon?",Request
"apakah ada promo perpanjangan layanan?",Information
"jika saya ingin daftar biznet untuk kosan baiknya menggunakan layanan yang mana?",Information
"Apakah layanan metronet bisa untuk rumahan?",Information
"saya butuh layanan dengan IP yang tidak berubah ubah",Request
"jika saya pakai paket gamers apakah IP yang saya dapat akan berubah ubah?",Information
"kalau saya pakai IP Public Dynamic akan terreset per kapan?",Information
"jika saya tidak bayar bulanan selama 1 bulan, apakah akunnya masih bisa dilanjutkan?",Information
"jika kabel modem saya putus karna digigit tikus apakah perbaikannya akan berbayar?",Information
"apakah biznet ada kompensasi jika internet saya mati berhari2?",Information
"kenapa jaringan saya bermasalah akhir akhir ini?",Problem
"apakah boleh saya reset modemnya?",Request
"internet saya lambat sekali kalau akses ke google.com",Problem
"kenapa lan saya tidak terhubung ke port 1 modem?",Problem
"apakah biznet bisa blok 1 web?",Request
"apakah teknisi biznet bisa setting router tambahan saya?",Request
"apakah biznet menyewakan stb?",Information
"cabang biznet area jaksel",Information
"i want to buy extra quota",Request
"mo beli extra quota",Request
"mo beli extra quota",Request
"mo beli extra quota",Request
"Internet saya down",Problem
"Internet saya mati",Problem
"promo ada ?",Information
"8+4 gaada min?",Information
"kira kira 8+4 kapan tersedia nya ya?",Information
"mau promo 2+1",Request
"Internet down min",Problem
"Internet terputus min",Problem
"Internet Down min",Problem
"mo beli extra quota",Request
"mo relokasi",Request
"mo ganti paket",Request
"i want to buy extra quota",Request
"i want to buy extra quota",Request
"saya mau beli quota",Request
"i want to buy quota",Request
"Inet down",Problem
"kendala lambat",Problem
"i want to buy quota",Request
"bisa informasikan untuk pengajuan sponsorship ke Biznet?",Request
"i want to buy quota",Request
"berapa harga pemasangan awal untuk layanan biznet home internet 1d untuk wilayah depok",Information
"i want to buy promo",Request
"total setelah ppn dan beli modem",Information
"Kapan untuk perluasan cakupan area Biznet yang saat ini belum tercover?",Information
"i want to relocation",Request
"saya mau relokasi",Request
"mo beli extra quota",Request
"mo relokasi",Request
"Bisa informasikan bandwidth yang didapatkan apabila berlangganan Home Internet 1D?",Information
"Boleh tanya min?",Information
"Ciri ciri tiang biznet warna apa soalnya ada tiang miring dijalanan?",Information
"Harga paket 0D berapa?",Information
"aKlau remote IPTV rusak order kembali biayanya berapa?",Information
"Kalo harga paket 1D berapa?",Information
"Cara cek nomor SN biznet dimana?",Information
"Beli promo",Request
"Kalo harga paket 2D berapa?",Information
"Biznet apakah bisa berlangganan untuk lokasi high rise?",Information
"Sebutkan akun sosisal media layanan Biznet seperti x, facebook  dan instagram?",Information
"Kalo harga paket gamers 3D berapa?",Information
"Apakah biznet home sudah menggunakan kabel fiber optic?",Information
"PPN nya berapa persen min?",Information
"Dimana lokasi store branch biznet cimandala bogor?",Information
"Dimana lokasi store branch biznet cimandala bogor?",Information
"Ada FUP ga min?",Information
"Estimasi kendala internet down untuk kunjungan berapa lama?",Information
"Apakah Biznet menjual perangkat router tambahan untuk support jangakuan koneksinya?",Information
"Apakah Biznet menjual perangkat router tambahan untuk support jangakuan koneksinya?",Information
"Kalo mau pasang, apakah ada biaya pasang min?",Information
"Ada FUP ga?",Information
"Mau relokasi",Request
"Harga paket 0D berapa min?",Information
"kalo harga paket 1D berapa min?",Information
"kalo harga paket 2D berapa min?",Information
"kalo untuk main game, cocoknya paket apa ya min?",Information
"Bukannya ada paket gamers ya min?",Information
"Kuota itu FUP ya min?",Information
"Sebutkan alasan kenapa saya harus pakai layanan Biznet?",Information
"Apakah biznet menyediakan wifi portable?",Information
"min, ciri ciri tiang biznet gimana?",Information
"Kira kira kalau Biznet maintenance apakah customer mendapatkan notifikasinya?",Information
"Kalau Saya mendapatkan Ping tinggi karena lambat apakah bisa dilakukan visit langsung?",Information
"untuk daerah Sulawesi sudah ada layanan Biznet belum min?",Information
"Bisa informasikan bandwidth yang diterima Home Internet 1D?",Information
"Paket apa yang tersedia untuk daerah sulawesi min?",Information
"Berikan alasan keapa kunjungan visit saya melebihi estimasi 1x24 jam atas kendala internet down?",Information
"Sebutkan nama merk modem Biznet?",Information
"Untuk daerah papua sudah ada layanan Biznet belum min?",Information
"Nomor customer service Biznet berapa min? saya mau telpon",Information
"Apakah kabel indihome lama bisa di pakai untuk kabel internet?",Information
"koneksi agak anu ni",Problem
"sudah restart masih lambat",Problem
"Untuk layanan Home apakah FUP atau unlimited?",Information
"Bisa informasikan dikenakan  berapa pajak pada layanan Biznet?",Information
"Bisa informasikan store Biznet atau Branch terdekat dari bandara soekarno hatta?",Information
"Apakah Harga layanan Biznet berubah-ubah?",Information
"Bagaimana langkah-langkah saya untuk konfirgurasi modem secara mandiri?",Information
"Paket apa yang tersedia untuk daerah sulawesi min?",Information
"Apakah saya bisa merubah tagihan perbulan menjadi pertahun ?",Request
"jika saya terminasi sebelum masa kontak langganan berakhir dikarenakan alamat baru belum tercakup apakah  tidak dikenakan biaya pinati?",Information
"min, ciri ciri tiang biznet gimana?",Information
"Kuota itu FUP ya min?",Information
"tanggal berapa biasanya akan terdebet untuk kartu kredit?",Information
"kalo untuk main game, cocoknya paket apa ya min?",Information
"kalo untuk main game, cocoknya paket apa ya min?",Information
"untuk area jakarta ada gamers 3dw?",Information
"kalo untuk main game, cocoknya paket apa ya min?",Information
"Bukannya ada paket gamers ya min?",Information
"untuk permintaan add on kouta bisa melalui apa saja?",Information
"kalo harga paket 1D berapa min?",Information
"bisa dicek ID pelanggan ini 10003 los merah menyala?",Problem
"Bisa informasikan bandwidth yang didapatkan apabila berlangganan Home Internet 1D?",Information
"Ciri ciri tiang biznet warna apa soalnya ada tiang miring dijalanan?",Information
"Harga paket 0D berapa?",Information
"Kalo harga paket 1D berapa?",Information
"Kalo harga paket 2D berapa?",Information
"Kalo harga paket gamers 3D berapa?",Information
"Ada FUP ga min?",Information
"Kalo mau pasang, apakah ada biaya pasang min?",Information
"Bisa informasikan cara berlangganan?",Information
"Harga paket 0D berapa min?",Information
"Apakah bisa downgrade layanan dari Biznet Metronet ke Biznet Home?",Request
"Mau mengadukan layanan.",Request
"Internet lambat banget",Problem
"ada promo",Information
"cek quota",Information
"internet lambat",Problem
"Hi daerah rumah saya sudah tercover?",Request
"halo internet saya down sejak semalam",Problem
"paket 1D berpa ?",Information
"paket 1D berpa ?",Information
"biaya pasang baru berapa?",Information
"Biaya relokasi biznet home?",Information
"merk kabel lan yang bagus",Information
"promo 2d home modem buy berapa?",Information
"paket 1D",Information
"harga paket 1d",Information
"harga paket 1d",Information
"harga pasang baru",Information
"cara berhenti berlangganan",Information
"ingin ikut promo 1D modem rent",Request
"harga modem",Information
"biaya relokasi",Information
"cara berlangganan",Information
"apakah ada denda berlangganan?",Information
"Terkait permintaan pengajuan sponsopship",Request
"Kenapa layanan IPTV untuk channel HBO tidak ada?",Information
"tanggal berapa biasanya akan terdebet untuk kartu kredit?",Information
"tanggal berapa biasanya akan terdebet untuk kartu kredit yang terdaftar di biznet?",Information
"Paket gamers",Information
"Harga paket gamers biznet",Information
"tanggal berapa biasanya dilakukan pembayaran auto debet untuk kartu kredit yang terdaftar di Biznet?",Information
"Berapa jenis paket gamers biznet?",Information
"bisa dicek ID pelanggan ini 1000? LOS merah menyala",Problem
"Mau refund dana Biznet",Request
"apa status modem saya?",Information
"Apakah dikenakan biaya jika alamat instalasi menggunakan jalur kabel bawah tanah?",Information
"Apakah akan dikenakan biaya tambahan jika alamat instalasi menggunakan jalur kabel bawah tanah?",Information
"Apakah dikenakan biaya jika alamat instalasi menggunakan jalur kabel bawah tanah?",Information
"Mo beli quota",Request
"kapan akan dikirimkan reminder pembayaran",Information
"internet cepat",Information
"Hi kalo ingin ikut promo 3+1 gmn cara nya?",Information
"putus sambung",Problem
"promo bhi 1d",Information
"Lemot ini",Problem
"daftar biznet hom e",Request
"daftar biznet home",Request
"udah restart msh lemot",Problem
"Apakah saya bisa bekerja di Biznet",Information
"Terima kasih, apakah kamu tahu Biznet didirikan oleh siapa?",Information
"Cakupan bojong gede",Request
"Internet saya ga gacor nih lambat mulu",Problem
"ganti paket",Request
"Cara pendaftaran",Information
"mohon info paket apa saja",Information
"internet down",Problem
"Lambat",Problem
"Sudah dilakukan semua tapi masih lambat",Problem
"Ada kendala di lokasi saya apa tidak ya",Information
"Internet Saya Down loss merah",Problem
"tapi saya di area Bekasi",Information
"Cek harga layanan Biznet",Information
"koneksi lambat",Problem
"batalkan ganti paket",Request
"saya mau tanya harga bulanan",Information
"berapa harga bulanan paket saya",Information
"saya mau pasang baru",Request
"saya ingin pasang baru alkun tambahan",Request
"apakah bisa?",Information
"di jalan kota mas, di jalan utama ciawi cianjur",Request
"internet lemot",Problem
"masa aktif",Information
"kuota saya saat ini",Information
"saya mau tau harga paket saya",Information
"sudah tapi masih lambat",Problem
"apakah berarti paket saya gratis?",Information
"apakah saya bisa menggunakan promo untuk paket saya?",Information
"mau ikut promo",Request
"kalau hanya punya 4 perangkat tp koneksi saya RTO terus ke arah facebook.com kira2 kenapa ya ?",Problem
"ok, apakah saya sebaiknya ganti ISP saja?",Request
"ok pakte apa yang kamu sarankan?",Information
"berapa bandwidth paket yang saya gunakan?",Information
"kalau saya ingin ganti paket, paket mana saja yang bsia saya gunakan",Information
"harga paling murah berapa?",Information
"Cek FUP",Information
"top up fup",Request
"Perubahan layanan",Request
"Cek jaringan",Request
"Status koneksi saya",Information
"Harga modem berapa ?",Information
"Jenis paket layanan biznet home",Information
"customer service",Request
"harga promo biznet ada?",Information
"Owh oje kalok di tambah router bisa gak ?",Request
"Tambah router mesh wifi",Request
"cara pilih nya gimana",Information
"Mau pesen lewat cs dong",Request
"kalau mau beli promo 3+1 gimaa caranya",Information
"Oke saya sekarang mau beli promo",Request
"Thank you kalok saya mau ganti paket bisa ?",Request
"Lsyanan saya expired kapan ?",Information
"Ciri tiang biznet apa ya ?",Information
"Kalok mau bayar bisa lewat mana ?",Information
"Berapa nomer va saya?",Information
"Ada paket untuk main game gak ?",Information
"internet down min",Problem
"Ada promo apa aja ya",Information
"Kalo pengen 3+1 gmn",Information
"Kalo promo 6+2",Information
"Nanya promo",Information
"Untuk coverage area di lenteng agung jakarta selatan ada ngga",Request
"Kalo beli ekstra kuota gmn",Information
"Untuk paket apa aja ?",Information
"Klo kuota abis bagaimana ?",Information
"Untuk password apps nya apa ?",Information
"Kalo change package gmn min",Information
"Saya lupa passwordnya",Problem
"Pake password default salah",Problem
"Cukup min bisa di akhiri chat nya",Information
"saya mau tanya perihal layanan",Information
"Untuk koneksi agak intermitten y",Problem
"Dan aplikasi wifi analyzernya apa ?",Information
"Ini gimana caranya",Information
"Kita udah install analyzer aman ngga ada masalah",Information
"Channel juga sudah dirubah",Information
"Cara liat jumlah penggunanya gimana",Information
"Username dan pass adminnya apa ?",Information
"Cek coverage",Request
"Cek  overage",Request
"Cara mengganti paket gimana",Information
"Saya mau pasang di banten bis acek coveratge ?",Request
"saya mau tanya untuk caranya gimana?",Information
"Paket apa saja pilhannya ?",Information
"Terus klaok dinpekan baru bisa oakek paket apa ?",Information
"Di modem saya ada los merah nih, harus ngapain ya?",Problem
"Paket apa aja yg tersedia ?",Information
"Pasang baru berapa?",Information
"Cara mengajukan pergantian modem bagaimana?",Information
"Masalah teknis",Problem
"Estimasi kunjungan teknisi biasanya kapan?",Information
"Estimasi relokasi biasaya berapa hari?",Information
